ID,Number of Bags,Bag Weight,Variety,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Overall,Total Cup Points,Moisture Percentage,Category One Defects,Quakers,Color,Category Two Defects
1267,77,100 kg,"BOURBON, CATURRA Y CATIMOR",Pulped natural / honey,7.17,7.33,7.67,7.75,7.25,7,8.67,7.58,83.25,10.9,2,2,green,0
1268,20,22 kg,SL14,Natural / Dry,7.92,8,8.08,8,7.75,6.67,9.33,8,82.83,8.4,3,6,blue-green,1
1269,343,100 kg,Mundo Novo,"Honey,Mossto",8,7.83,7,8,6.83,8.17,9.33,7,87.08,13.3,2,7,green,3
1270,375,16 kg,Pacamara,Natural / Dry,8.08,7.67,7.25,6.83,6.83,7,10,7.92,85.83,11,5,5,yellow-green,1
1271,5,20 kg,Ethiopian Heirlooms,Semi Washed,8.58,8.08,7.75,7.25,7.42,8.08,9.33,7.42,84.58,13.5,1,5,blue-green,2
1272,345,30 kg,Castillo and Colombia blend,"Honey,Mossto",6.5,7.83,8.08,6.83,7.58,8.42,8.67,8.08,84.33,11.1,0,0,yellow-green,13
1273,584,5 kg,Bourbon Sidra,Natural / Dry,7.17,7.25,8.08,7.58,8.25,7.5,8.67,6.83,83.42,9.6,2,8,greenish,2
1274,50,20 kg,"Catimor,Catuai,Caturra,Bourbon",Pulped natural / honey,7.42,7.5,7.33,7.83,7.83,8.25,9.33,7.17,84.42,12.4,0,0,blue-green,13
1275,77,4 kg,Catuai,Wet Hulling,7.83,8,7.58,8.25,7.92,7.33,8.67,6.67,85.5,9.2,5,12,yellow- green,13
1276,55,5 kg,SHG,Washed / Wet,8.25,7.92,8.25,7.83,8.17,8.17,9.33,8,84,11.2,4,5,greenish,4
1277,632,90 kg,"Bourbon, Catimor, Caturra, Typica",Double Anaerobic Washed,7.67,8.33,7.75,8.58,6.83,8.08,8.67,8,83.42,13.1,0,5,green,9
1278,125,24 kg,Sarchimor,Natural / Dry,7.75,8.08,8.17,7.67,8.08,7.58,9.33,8.33,84.08,13.5,3,3,yellow- green,0
1279,375,48 kg,Castillo and Colombia blend,Double Anaerobic Washed,8.08,8.08,6.75,7.08,8.17,7.67,8.67,8.5,85.67,11.1,1,9,yellow green,10
1280,14,5 kg,Castillo and Colombia blend,Wet Hulling,7.33,7.25,7.42,7.75,7.17,7.33,9.33,8.08,86.17,11.7,1,8,bluish-green,4
1281,120,1 kg,Catuai,Washed / Wet,8.08,7.92,7,7.92,7,7.58,10,8,87.42,10.9,5,3,yellow- green,8
1282,14,22 kg,Catrenic,Double Carbonic Maceration / Natural,8.17,7.67,7.17,7.92,7.42,8,9.33,8.58,82.67,10.3,4,2,bluish-green,11
1283,8,13 kg,Mundo Novo,Double Carbonic Maceration / Natural,7.42,7.5,7.58,7.42,8,7.33,10,8,85.42,9.7,1,10,yellow green,0
1284,6,22 kg,Catucai,Semi Washed,6.5,7.58,7.33,8.08,8,7.25,8.67,7.58,86.17,10.4,1,8,greenish,3
1285,440,100 kg,Parainema,Anaerobico 1000h,8.33,7.67,6.92,7.17,7.67,7.5,8.67,7.67,89.33,10.5,3,3,yellow green,3
1286,20,320 kg,"Bourbon, Catimor, Caturra, Typica",Double Anaerobic Washed,8.25,7.08,7.25,8.17,7,7.75,8.67,7.33,82.83,9.2,2,0,pale yellow,16
1287,25,90 kg,Yellow Bourbon,Anaerobico 1000h,8.33,8.08,7.75,8.58,8.17,7.08,10,8.25,86.75,13.5,4,3,yellow-green,12
1288,3,45 kg,Caturra,Wet Hulling,7.5,8.17,7.5,7.5,7.42,8.17,10,7.08,84.67,12.3,2,10,yellow- green,16
1289,32,60 kg,"Wolishalo,Kurume,Dega",Double Carbonic Maceration / Natural,8.25,7.83,6.92,7.92,8.17,7.42,10,7.67,85,11.4,5,6,yellowish,7
1290,16,80 kg,Catucai,Anaerobico 1000h,8.17,7.08,7.58,7.67,7.83,8.42,10,7.33,85.67,9.1,5,7,blue-green,12
1291,16,30 kg,Catrenic,Double Carbonic Maceration / Natural,7.5,7.25,6.92,7.75,7.25,7.75,10,7.42,85.75,8.9,4,9,bluish-green,11
1292,343,16 kg,SHG,Washed / Wet,7.83,7.58,6.92,6.83,7.92,8.42,10,8.5,85.75,11.5,1,9,blue-green,9
1293,632,10 kg,Lempira,Wet Hulling,7.67,8.17,7.92,8,7.17,7.83,9.33,8.5,83.08,12.1,4,7,green,13
1294,35,22 kg,Castillo Paraguaycito,"Honey,Mossto",6.5,7.67,7.33,8.08,7.33,7.67,8.67,6.67,86.25,11,2,7,blue-green,0
1295,584,24 kg,"Castillo,Caturra,Bourbon",Semi Washed,7.33,7.42,6.92,8,6.83,7.67,9.33,8.33,85.58,10,4,12,blue-green,5
1296,80,104 kg,"Red Bourbon,Caturra",Double Carbonic Maceration / Natural,7.08,7.92,8,7.75,6.83,6.67,10,7.83,86.25,10,1,5,green,16
1297,2,320 kg,Java,Double Carbonic Maceration / Natural,8.58,7.75,8.42,7.67,7.83,7.75,10,8.5,82.75,10.1,4,6,yello-green,8
1298,19,45 kg,Typica Gesha,"Honey,Mossto",8.25,7.08,7.92,7.75,7.33,7.33,10,7.92,85.67,13.3,3,0,green,13
1299,120,300 kg,Bourbon,Double Carbonic Maceration / Natural,7.67,7.92,6.92,7.25,7.92,7.67,9.33,6.83,85.42,10.6,1,3,yellow- green,1
1300,13,69 kg,Bourbon Sidra,Anaerobico 1000h,6.5,8.33,6.92,7,7.42,7.67,10,7.92,86.75,10.7,3,8,pale yellow,8
1301,3,35 kg,SL34,Anaerobico 1000h,8,8,7.5,7.5,7.83,7.83,10,6.67,87,10.2,1,5,blue-green,2
1302,66,27 kg,SL28,Washed / Wet,7.25,7.92,7.58,7.08,7.75,7.58,10,8,85.67,12,4,2,brownish,7
1303,200,15 kg,Maragogype,Double Anaerobic Washed,7.17,7.67,6.75,7.08,7.83,7.33,8.67,8,85.17,9.1,2,7,brownish,8
1304,325,24 kg,SHG,Wet Hulling,7.83,8.08,8,7.42,6.83,8.42,9.33,7.58,84.33,11,2,9,greenish,13
1305,340,25 kg,SL14,Double Carbonic Maceration / Natural,7.58,7.08,7.83,7.08,8.25,7.75,10,7.58,85.25,10,0,1,green,13
1306,2,36 kg,"Wolishalo,Kurume,Dega",Double Carbonic Maceration / Natural,8.5,7.08,7.17,7.33,7.33,7.25,9.33,8.25,83.25,11.8,4,6,brownish,16
1307,285,36 kg,Typica Gesha,"Honey,Mossto",7.58,7.5,8.25,7.25,8.17,7.92,10,8.58,82.42,10.4,2,9,green,12
1308,80,85 kg,Bourbon,Washed / Wet,7.5,7.17,8,7.42,7.25,8.08,10,8,82.5,9.7,4,0,yellowish,11
1309,22,25 kg,Caturra,Double Carbonic Maceration / Natural,7.17,8.08,7,7.5,8.25,7.75,8.67,7.58,83.25,11.5,0,1,yellowish,9
1310,320,45 kg,"BOURBON, CATURRA Y CATIMOR",Pulped natural / honey,7.25,7.83,7.92,8.33,7.67,7,9.33,8.25,83.08,10.6,3,0,bluish-green,3
1311,345,70 kg,SL28,Double Anaerobic Washed,8.5,7.83,7.75,7.17,8,8.08,9.33,7.58,85.42,8.1,4,1,brownish,13
1312,260,16 kg,"Bourbon, Catimor, Caturra, Typica",Washed / Wet,7.58,7.25,7.33,8.33,7.42,8,8.67,7.58,84.42,13.3,3,2,pale yellow,12
1313,275,45 kg,"Caturra,Colombia,Castillo",Anaerobico 1000h,7.58,8.08,8,8,7.92,8.42,8.67,7.33,84.92,11.5,3,1,yellow- green,1
1314,584,2 kg,Maragogype,Washed / Wet,8.25,8.42,7.5,7.42,7.25,8.42,9.33,8.33,89.33,10.1,1,1,yello-green,8
1315,325,90 kg,Typica Gesha,Wet Hulling,7.67,7.58,7.92,7.5,7.83,6.67,8.67,7.67,84.33,11.5,4,6,pale yellow,11
1316,250,320 kg,Bourbon Sidra,Washed / Wet,7.25,8.42,6.67,8.25,7,8.42,10,8.58,87.58,12.3,5,3,green,9
1317,50,27 kg,Red Bourbon,Washed / Wet,8.08,8.17,8.25,8.33,6.83,7.67,8.67,7.42,85.67,11.1,5,3,yello-green,9
1318,1,300 kg,Catucai,Wet Hulling,8.33,7.17,6.75,7.83,8.25,7.5,10,7.33,83.83,10.9,2,5,yellow-green,8
1319,10,104 kg,Lempira,Double Anaerobic Washed,7.5,7.33,6.92,7.08,8.25,8.42,9.33,6.83,84.92,9.6,1,10,bluish-green,7
1320,275,30 kg,Typica,Washed / Wet,7.33,8.25,6.75,8.33,7.17,8,8.67,8.25,83.42,10.7,5,12,yello-green,7
1321,2,45 kg,"Jember,TIM-TIM,Ateng",Double Anaerobic Washed,8,7.58,7.42,7.08,7.67,8.17,9.33,7.42,84.75,10.6,3,6,brownish,13
1322,150,24 kg,"BOURBON, CATURRA Y CATIMOR",Pulped natural / honey,7.08,7.67,7,7.25,7.17,7.42,9.33,7.58,83.75,10.9,5,10,blue-green,4
1323,10,300 kg,Catrenic,Natural / Dry,8.08,7.33,7.58,7.25,7.08,7,8.67,7.5,84,13.3,2,0,greenish,9
1324,141,90 kg,Castillo Paraguaycito,Double Carbonic Maceration / Natural,7.83,7.08,7.67,7,8.25,7.67,8.67,7.83,87.08,11.6,4,1,blue-green,2
1325,584,13 kg,Bourbon,Anaerobico 1000h,8.58,8.08,7.67,8.17,7.67,7.5,10,6.67,84.92,11.2,4,10,brownish,16
1326,260,48 kg,Ethiopian Heirlooms,Washed / Wet,7.75,7.25,8.42,8.58,6.83,8.08,10,7.17,87.58,10.4,4,6,yellow-green,4
1327,5,85 kg,Typica Gesha,Pulped natural / honey,8.58,7.42,7.67,7.92,6.83,7.08,9.33,7.83,86.92,9.4,2,7,yellow- green,0
1328,345,12 kg,Ethiopian Heirlooms,Natural / Dry,8.25,7.67,6.92,7.17,7.25,8.17,8.67,7.5,84.67,11.8,1,10,yello-green,16
